N,P,K,temperature,humidity,ph,rainfall,label
68,37,99,15.68,70.95,6.4,1233.14,wheat
83,31,44,15.07,75.47,6.72,916.74,wheat
86,58,63,23.88,73.09,6.05,837.47,wheat
70,41,122,15.2,79.77,7.05,682.36,wheat
91,64,43,15.88,56.44,7.06,968.38,wheat
66,45,115,22.05,79.13,7.05,812.85,wheat
70,70,86,14.5,77.18,7.15,1241.94,wheat
93,55,62,24.3,72.29,7.36,628.7,wheat
117,54,116,24.01,54.54,7.4,1040.02,wheat
66,47,51,13.62,64.05,6.99,1353.87,wheat
61,61,73,12.24,54.57,6.4,1244.95,wheat
93,51,43,10.72,74.01,7.41,983.9,wheat
90,67,100,15.33,75.14,6.69,1384.84,wheat
50,32,123,13.31,79.31,6.79,857.68,wheat
67,48,125,18.49,57.09,6.91,669.16,wheat
94,31,81,11.17,70.53,6.72,724.28,wheat
101,22,81,22.19,53.1,7.5,724.52,wheat
91,32,34,15.55,74.31,6.18,1156.06,wheat
95,32,88,24.14,66.75,6.94,1328.93,wheat
51,37,39,12.22,53.23,7.14,1174.29,wheat
122,41,88,15.69,54.87,6.19,1022.59,wheat
101,66,49,13.86,56.33,6.77,1361.32,wheat
103,69,121,17.17,65.2,6.02,865.71,wheat
53,56,58,18.48,59.35,6.23,823.38,wheat
69,57,120,20.21,75.23,6.08,1025.19,wheat
55,68,65,16.95,57.31,7.48,633.25,wheat
61,44,63,22.44,55.56,7.41,816.41,wheat
52,36,52,15.46,67.17,6.33,738.1,wheat
122,54,121,20.45,77.01,6.86,639.57,wheat
87,66,105,21.91,65.71,7.28,1084.76,wheat
101,36,94,20.93,70.69,7.25,1200.37,wheat
130,25,55,17.57,65.57,6.22,1366.06,wheat
119,37,119,22.55,76.36,6.9,882.62,wheat
64,36,56,14.26,54.56,6.82,848.19,wheat
76,49,46,20.29,65.22,7.4,949.48,wheat
75,24,55,13.9,72.03,7.46,1058.52,wheat
96,64,130,18.38,74.6,7.3,1318.29,wheat
58,44,95,11.98,68.05,6.94,980.7,wheat
124,66,44,14.77,69.02,6.13,883.66,wheat
112,67,32,11.59,57.34,6.71,832.06,wheat
85,55,97,16.78,66.15,6.59,1210.38,wheat
111,43,106,13.4,74.69,6.62,1267.65,wheat
50,39,84,19.68,53.88,6.13,1018.9,wheat
120,25,40,13.06,75.55,6.25,827.35,wheat
79,48,80,16.12,70.43,7.29,1241.42,wheat
127,30,83,23.82,67.99,7.01,745.69,wheat
96,63,68,17.38,72.26,6.35,1299.14,wheat
58,28,126,24.81,60.21,7.26,841.88,wheat
62,32,36,20.91,78.19,6.06,945.83,wheat
75,54,81,11.87,74.71,6.28,1146.27,wheat
102,26,30,18.82,53.66,6.32,733.42,wheat
58,44,106,10.87,79.92,6.95,1384.38,wheat
116,49,59,16.98,66.21,7.28,1220.57,wheat
89,25,103,17.86,69.36,6.07,698.0,wheat
117,54,65,12.72,58.1,6.5,732.57,wheat
60,32,39,10.63,62.87,6.1,1343.04,wheat
87,60,37,24.32,71.37,6.36,1330.79,wheat
127,45,77,23.75,53.4,7.07,1170.46,wheat
56,55,80,21.95,63.0,6.06,789.48,wheat
55,36,53,19.83,63.65,6.81,1180.78,wheat
80,51,127,11.02,76.94,6.21,1108.73,wheat
69,43,73,10.71,75.16,6.68,1392.3,wheat
102,33,115,10.82,58.03,6.39,1309.75,wheat
98,23,55,12.21,62.98,6.78,904.45,wheat
90,49,86,23.67,78.48,6.78,808.36,wheat
80,24,58,21.78,79.02,7.49,1290.13,wheat
65,65,83,23.53,66.97,7.05,656.97,wheat
118,34,69,15.01,69.68,6.98,1202.0,wheat
101,28,92,17.57,61.9,6.78,1259.13,wheat
104,61,71,13.87,73.39,6.35,970.36,wheat
109,26,128,17.84,74.58,7.12,636.07,wheat
76,48,91,13.08,78.33,7.19,1334.51,wheat
87,57,114,17.81,73.52,7.01,956.1,wheat
100,30,117,19.67,59.54,6.41,858.71,wheat
53,65,30,15.0,66.67,7.49,602.97,wheat
65,50,121,17.52,76.88,6.87,624.03,wheat
76,28,98,16.17,54.23,6.58,731.63,wheat
62,54,75,20.44,64.25,6.22,698.96,wheat
53,47,83,21.09,63.84,6.25,1243.63,wheat
56,56,47,14.0,79.57,6.84,798.73,wheat
114,58,105,14.32,67.33,7.16,1060.64,wheat
92,43,126,24.72,75.96,6.97,985.88,wheat
94,51,52,17.19,70.9,6.54,759.64,wheat
51,52,117,13.6,62.98,6.44,1279.51,wheat
82,61,40,21.31,62.57,6.38,917.4,wheat
107,69,93,21.51,79.92,7.09,1020.0,wheat
53,24,94,20.91,76.52,6.16,1062.89,wheat
109,34,113,22.02,62.91,6.78,1174.17,wheat
70,23,85,11.02,61.67,7.46,922.42,wheat
118,48,35,13.3,64.76,6.77,819.89,wheat
93,54,111,10.82,59.42,7.15,791.03,wheat
113,67,120,24.35,79.2,6.72,752.96,wheat
94,42,44,13.95,50.38,7.3,814.92,wheat
92,70,103,12.93,67.95,6.98,1393.57,wheat
117,47,38,17.08,77.14,6.13,1344.74,wheat
52,49,45,21.02,68.81,6.06,1004.26,wheat
105,64,86,20.17,73.71,6.46,1262.5,wheat
117,30,67,13.0,75.66,6.82,1131.97,wheat
68,54,82,23.87,50.36,6.95,698.01,wheat
65,67,87,23.1,69.72,6.87,1265.37,wheat
99,45,45,22.03,59.91,6.61,805.54,wheat
117,40,53,16.82,72.02,6.79,973.15,wheat
61,45,36,13.05,79.82,6.97,946.8,wheat
128,34,57,10.21,78.61,7.26,663.9,wheat
85,41,110,15.2,79.09,6.04,810.58,wheat
63,42,35,13.4,57.31,6.24,955.63,wheat
88,30,42,19.73,78.05,6.6,950.22,wheat
50,39,121,23.7,64.25,7.0,1003.37,wheat
66,31,109,21.53,76.17,7.21,1094.73,wheat
94,34,99,18.72,67.32,6.55,879.79,wheat
98,58,77,15.91,78.15,7.26,785.67,wheat
57,67,122,22.51,66.64,6.65,676.07,wheat
79,51,108,21.36,56.51,6.46,1165.04,wheat
94,63,61,17.93,60.66,7.12,1371.09,wheat
74,55,44,17.58,54.37,6.75,1001.39,wheat
73,68,88,13.15,63.35,7.36,707.0,wheat
64,39,36,13.65,78.11,7.08,1238.46,wheat
85,62,43,10.32,68.66,6.46,1269.92,wheat
110,59,100,19.88,61.57,6.79,645.59,wheat
126,43,110,24.13,73.93,7.02,1116.54,wheat
99,50,120,10.92,77.07,6.06,1390.35,wheat
87,48,42,22.04,55.32,7.33,1101.94,wheat
70,62,41,12.22,76.57,7.28,873.79,wheat
123,22,60,12.8,63.69,6.37,727.44,wheat
84,66,96,18.2,56.1,6.39,1228.48,wheat
99,55,45,20.37,67.81,6.76,712.91,wheat
95,32,77,17.58,54.04,6.74,972.4,wheat
58,38,87,21.62,63.72,6.67,1064.04,faba_bean
39,33,42,15.14,81.28,6.91,810.24,faba_bean
53,77,83,15.12,84.45,8.62,1141.1,faba_bean
46,52,86,17.48,77.62,8.3,1056.3,faba_bean
58,66,75,22.4,70.24,7.53,896.68,faba_bean
22,79,74,18.01,80.8,8.1,1188.28,faba_bean
32,39,50,19.42,62.6,7.56,1141.02,faba_bean
49,74,91,15.46,71.25,7.97,1036.18,faba_bean
33,30,46,24.13,69.55,8.21,829.24,faba_bean
49,47,93,19.99,72.25,8.73,713.96,faba_bean
23,75,88,17.24,84.69,6.57,995.19,faba_bean
32,52,46,21.05,65.13,6.7,1199.37,faba_bean
42,71,68,16.97,67.37,7.42,741.63,faba_bean
35,38,78,22.5,85.39,7.15,1177.2,faba_bean
55,66,46,15.87,81.99,9.0,767.26,faba_bean
38,57,96,21.42,82.61,8.35,1031.27,faba_bean
20,48,47,15.05,66.24,6.53,910.95,faba_bean
46,69,69,24.16,76.98,8.56,1033.35,faba_bean
48,36,69,17.03,79.68,8.13,1114.13,faba_bean
57,53,47,21.24,68.1,7.22,731.64,faba_bean
39,75,83,15.85,83.22,7.54,976.2,faba_bean
33,39,61,15.85,78.68,8.17,714.43,faba_bean
48,34,51,20.72,69.31,7.2,1154.83,faba_bean
35,40,59,24.17,69.11,6.95,794.38,faba_bean
43,38,57,15.24,77.24,7.93,1156.22,faba_bean
37,56,76,24.86,63.44,7.15,829.54,faba_bean
26,76,54,21.94,63.23,8.99,1090.33,faba_bean
35,77,42,22.96,70.36,7.95,897.67,faba_bean
49,77,100,15.56,71.46,7.17,892.47,faba_bean
52,73,42,15.0,83.46,8.01,1052.04,faba_bean
28,32,90,15.62,74.06,6.81,709.64,faba_bean
40,78,93,15.25,60.19,8.97,715.51,faba_bean
50,38,75,19.88,89.63,7.58,730.91,faba_bean
44,42,87,15.22,67.23,8.05,780.84,faba_bean
23,40,88,18.85,76.26,7.87,946.63,faba_bean
24,57,47,24.07,60.78,8.81,961.49,faba_bean
35,30,98,20.28,68.04,8.03,733.11,faba_bean
35,37,59,22.71,73.33,8.06,721.16,faba_bean
29,60,70,17.76,70.77,8.3,1191.64,faba_bean
31,80,83,16.86,68.36,7.68,866.25,faba_bean
52,36,82,17.99,71.98,8.37,1032.85,faba_bean
28,62,85,20.35,73.09,7.53,976.22,faba_bean
34,78,88,22.65,63.24,7.89,792.98,faba_bean
38,61,75,17.99,81.77,8.64,1118.65,faba_bean
55,75,56,20.89,60.68,7.72,1091.15,faba_bean
21,75,62,15.69,66.07,6.75,774.39,faba_bean
29,34,49,24.54,61.52,6.79,1159.38,faba_bean
31,44,53,22.67,75.53,8.61,1138.87,faba_bean
48,47,53,15.53,67.58,8.17,1102.62,faba_bean
49,52,54,24.78,61.97,7.34,862.37,faba_bean
33,71,42,19.97,84.94,8.91,1074.06,faba_bean
29,73,69,21.51,76.71,8.38,922.82,faba_bean
27,64,80,24.53,67.5,7.03,735.79,faba_bean
48,65,86,22.89,83.17,7.69,1051.86,faba_bean
21,66,62,17.99,60.32,7.27,927.22,faba_bean
25,41,88,15.07,79.78,6.7,1153.17,faba_bean
25,73,56,16.21,70.26,8.65,853.21,faba_bean
43,71,75,15.64,70.48,7.98,1174.45,faba_bean
42,73,72,24.29,86.97,8.93,861.74,faba_bean
27,54,96,16.37,74.28,7.23,1015.56,faba_bean
36,61,57,19.35,85.74,7.73,872.97,faba_bean
36,47,53,21.47,68.59,6.89,958.18,faba_bean
39,71,76,18.92,64.65,7.18,1150.71,faba_bean
59,49,76,19.42,62.7,6.69,919.35,faba_bean
59,55,64,24.57,83.99,7.21,903.94,faba_bean
60,39,97,21.02,87.6,8.36,895.94,faba_bean
31,33,71,24.73,65.73,8.07,870.61,faba_bean
27,76,80,23.99,86.13,8.92,746.11,faba_bean
27,58,87,17.44,80.86,7.49,1101.04,faba_bean
37,50,51,16.11,79.3,7.71,814.6,faba_bean
59,62,74,18.09,62.17,7.79,819.07,faba_bean
36,75,65,20.31,74.93,6.9,712.97,faba_bean
49,79,91,18.74,61.45,7.12,712.5,faba_bean
43,55,58,19.09,89.36,7.7,709.54,faba_bean
23,49,65,23.22,82.22,7.85,1164.19,faba_bean
55,70,71,17.79,86.85,8.22,747.9,faba_bean
20,57,48,18.74,68.2,7.26,824.29,faba_bean
43,67,99,15.46,74.99,8.88,1198.32,faba_bean
57,39,84,24.12,65.2,8.88,1046.44,faba_bean
54,72,46,22.34,87.11,7.78,906.98,faba_bean
33,73,66,16.98,64.43,7.25,1136.14,faba_bean
37,43,94,20.11,73.67,8.65,1148.01,faba_bean
33,35,89,21.28,79.12,8.75,854.51,faba_bean
42,33,58,16.96,75.27,8.9,851.09,faba_bean
49,60,42,16.84,68.14,6.76,1183.31,faba_bean
45,64,88,24.32,86.28,6.93,974.19,faba_bean
27,59,71,22.7,64.81,8.53,794.5,faba_bean
38,49,50,18.58,73.15,8.75,838.07,faba_bean
55,39,70,15.33,65.75,6.89,790.07,faba_bean
46,61,52,22.84,87.12,8.21,902.43,faba_bean
55,53,92,18.24,81.2,6.92,1106.8,faba_bean
25,64,68,24.5,85.56,7.34,1074.0,faba_bean
35,32,99,22.56,62.41,6.77,1040.58,faba_bean
48,38,84,19.45,66.06,8.86,714.27,faba_bean
55,66,74,19.52,72.2,7.4,1094.44,faba_bean
20,62,62,20.49,70.43,8.76,1086.98,faba_bean
46,44,92,21.58,69.28,8.82,768.92,faba_bean
59,60,47,23.63,68.34,7.64,837.32,faba_bean
37,75,75,17.01,89.39,7.85,1155.36,faba_bean
48,73,93,24.8,69.03,7.03,813.66,faba_bean
38,69,91,16.86,76.35,7.05,779.44,faba_bean
49,61,94,24.27,74.0,7.86,754.7,faba_bean
48,46,58,21.81,67.49,7.49,1093.06,faba_bean
57,74,69,19.39,80.22,8.6,815.07,faba_bean
22,55,95,21.02,61.06,8.67,840.58,faba_bean
25,74,90,24.23,80.93,8.17,1079.78,faba_bean
58,37,97,22.07,86.6,7.18,1156.52,faba_bean
23,63,88,15.85,88.66,7.35,1082.66,faba_bean
24,50,100,17.36,82.59,6.83,1065.86,faba_bean
55,58,90,22.6,85.61,8.24,944.2,faba_bean
59,75,55,15.14,82.61,8.08,1006.04,faba_bean
31,71,55,18.25,82.08,7.31,835.88,faba_bean
41,70,66,19.62,70.15,8.59,980.72,faba_bean
33,69,82,23.52,62.7,8.83,709.86,faba_bean
22,37,59,23.05,62.42,7.06,721.11,faba_bean
52,33,69,23.37,68.64,8.62,803.87,faba_bean
37,41,82,21.9,67.1,6.69,945.93,faba_bean
32,63,98,21.69,65.71,6.68,894.26,faba_bean
41,54,75,23.44,82.07,6.62,706.46,faba_bean
55,59,62,15.05,72.49,8.38,950.33,faba_bean
22,36,69,21.18,73.34,8.43,1045.66,faba_bean
28,73,54,23.54,76.36,7.93,811.58,faba_bean
52,32,79,20.18,78.3,8.88,987.41,faba_bean
23,75,72,24.06,65.15,8.04,981.2,faba_bean
43,57,87,23.63,77.55,8.87,703.64,faba_bean
39,39,94,20.64,63.71,8.06,823.33,faba_bean
25,66,83,15.84,67.92,8.02,1102.65,faba_bean
27,33,41,24.59,87.41,8.94,1144.54,faba_bean
36,43,45,24.09,66.02,6.7,1183.86,faba_bean
46,39,43,24.76,85.24,6.57,1184.96,faba_bean
35,79,73,16.55,89.75,6.76,962.22,faba_bean
30,71,80,18.63,77.98,6.57,1199.65,faba_bean
36,35,93,22.85,84.82,7.13,1166.9,faba_bean
39,30,65,22.86,73.93,6.97,752.83,faba_bean
30,34,44,22.7,60.97,8.12,1129.62,faba_bean
55,70,79,24.31,77.18,8.13,1000.36,faba_bean
39,61,82,18.34,66.74,8.55,714.75,faba_bean
40,33,81,24.99,83.53,8.46,853.33,faba_bean
26,53,73,20.61,64.35,7.86,1099.09,faba_bean
39,40,53,21.21,60.05,8.78,730.8,faba_bean
32,31,89,17.38,70.17,7.13,1197.7,faba_bean
53,68,43,19.26,65.02,8.07,1083.49,faba_bean
46,34,52,23.22,70.87,6.87,848.82,faba_bean
28,41,96,21.65,66.28,8.08,808.34,faba_bean
50,73,79,15.73,61.31,8.67,1051.58,faba_bean
42,47,60,17.91,61.29,6.53,1117.34,faba_bean
37,68,89,16.87,69.79,6.88,847.33,faba_bean
40,77,56,16.08,85.02,7.21,1091.55,faba_bean
30,77,72,18.36,83.28,7.23,1013.9,faba_bean
52,50,73,18.18,60.98,8.31,1101.15,faba_bean
65,66,50,22.81,74.07,6.24,824.21,haricot_bean
54,66,33,24.0,76.83,6.65,745.87,haricot_bean
66,31,76,21.49,68.73,6.28,650.72,haricot_bean
43,42,81,27.78,73.71,6.83,974.29,haricot_bean
33,30,41,19.01,56.83,6.85,975.92,haricot_bean
59,42,38,26.79,76.54,6.14,924.7,haricot_bean
46,51,39,19.13,77.65,6.83,881.03,haricot_bean
25,60,63,18.26,61.35,6.83,824.79,haricot_bean
57,53,78,27.28,68.19,5.94,912.9,haricot_bean
30,53,68,29.93,55.27,5.59,1112.52,haricot_bean
25,38,79,26.62,71.22,5.58,799.54,haricot_bean
28,63,63,21.02,75.53,6.79,1124.54,haricot_bean
39,38,56,23.86,58.83,6.31,1003.78,haricot_bean
52,30,63,20.53,52.06,5.55,632.33,haricot_bean
22,40,45,23.93,68.3,6.24,951.24,haricot_bean
40,40,46,26.2,74.33,6.39,734.61,haricot_bean
54,61,66,27.55,54.88,6.98,1055.66,haricot_bean
47,49,58,29.71,61.4,5.6,1006.25,haricot_bean
66,55,82,23.58,55.97,6.3,966.17,haricot_bean
21,45,59,18.88,66.43,5.86,826.28,haricot_bean
34,57,60,24.24,56.43,6.96,943.23,haricot_bean
43,40,65,20.66,60.34,5.95,1096.69,haricot_bean
47,32,37,26.45,66.97,6.24,632.02,haricot_bean
22,65,88,22.37,66.53,5.73,740.44,haricot_bean
39,38,76,29.16,72.51,6.01,903.55,haricot_bean
69,34,87,27.88,56.42,5.68,1015.38,haricot_bean
34,47,69,24.31,78.39,6.95,698.87,haricot_bean
35,62,81,27.92,76.45,6.85,721.4,haricot_bean
55,30,79,21.34,68.18,6.3,1034.26,haricot_bean
24,37,39,19.92,52.7,6.5,852.43,haricot_bean
62,67,33,25.23,68.13,6.43,1051.29,haricot_bean
54,53,88,27.42,78.6,6.23,961.67,haricot_bean
29,58,73,18.64,60.74,6.68,927.17,haricot_bean
28,55,47,29.45,62.44,6.52,784.1,haricot_bean
65,54,49,28.74,79.61,5.56,817.32,haricot_bean
69,69,73,24.47,58.05,6.68,731.72,haricot_bean
20,58,69,24.99,70.18,6.26,741.4,haricot_bean
55,41,40,23.84,61.0,6.77,942.41,haricot_bean
24,34,89,25.67,59.35,5.87,1141.18,haricot_bean
60,47,70,25.04,69.84,6.48,695.62,haricot_bean
63,60,32,29.75,70.24,5.78,1110.35,haricot_bean
68,58,57,21.87,74.15,5.59,908.35,haricot_bean
22,64,84,22.69,63.79,5.76,678.07,haricot_bean
30,67,79,24.7,73.8,6.0,1182.23,haricot_bean
36,55,67,19.04,79.36,6.9,913.33,haricot_bean
21,55,70,27.43,61.92,6.11,1002.64,haricot_bean
30,44,71,23.32,64.8,5.95,620.05,haricot_bean
39,68,55,23.88,71.07,6.56,1059.48,haricot_bean
53,52,84,21.2,74.22,5.73,1027.97,haricot_bean
57,67,49,23.32,74.2,6.71,951.46,haricot_bean
37,42,72,24.7,61.03,6.79,1066.74,haricot_bean
61,39,33,23.68,57.48,6.28,1093.62,haricot_bean
60,58,31,19.17,74.24,6.16,719.02,haricot_bean
32,68,48,22.21,55.33,6.88,966.69,haricot_bean
46,51,62,21.28,72.21,6.77,729.4,haricot_bean
27,34,63,23.85,63.81,6.85,797.58,haricot_bean
48,53,34,25.32,68.5,6.26,798.24,haricot_bean
51,38,58,23.31,55.0,6.78,1065.08,haricot_bean
26,36,38,29.53,68.14,6.04,1140.78,haricot_bean
46,53,86,22.59,75.48,6.7,1107.22,haricot_bean
51,60,73,19.51,70.85,6.2,760.35,haricot_bean
46,60,76,18.7,51.5,6.56,673.59,haricot_bean
51,60,33,26.02,56.64,5.91,860.67,haricot_bean
59,39,52,25.34,79.99,6.51,1103.15,haricot_bean
52,50,42,24.55,62.47,6.64,921.21,haricot_bean
33,40,88,29.97,52.58,5.52,1130.2,haricot_bean
63,46,35,25.93,64.7,5.72,729.0,haricot_bean
32,66,69,18.05,56.74,5.91,755.14,haricot_bean
48,46,63,25.3,59.3,5.73,741.15,haricot_bean
67,65,80,25.44,63.0,5.9,650.28,haricot_bean
31,61,37,23.51,79.71,6.51,927.21,haricot_bean
51,69,48,25.64,50.36,6.95,693.15,haricot_bean
46,47,51,29.42,78.22,6.73,783.01,haricot_bean
33,42,86,24.68,52.92,6.3,1148.09,haricot_bean
53,57,79,23.44,70.89,6.66,1061.57,haricot_bean
43,54,74,29.63,52.35,6.84,896.51,haricot_bean
57,62,63,21.11,57.14,6.31,999.71,haricot_bean
53,35,87,25.78,52.38,5.59,856.23,haricot_bean
69,41,77,25.88,77.74,6.28,1051.66,haricot_bean
30,57,39,21.85,57.06,6.56,888.87,haricot_bean
47,53,72,20.86,78.41,5.89,908.12,haricot_bean
51,57,78,26.23,75.8,6.94,1050.76,haricot_bean
43,54,65,21.7,56.88,5.56,797.19,haricot_bean
23,36,55,23.02,68.8,6.93,738.94,haricot_bean
59,46,78,24.0,74.88,6.06,714.37,haricot_bean
52,62,33,25.13,79.42,6.63,816.72,haricot_bean
44,33,31,21.16,63.54,5.66,1133.07,haricot_bean
40,69,67,21.24,58.82,5.53,951.67,haricot_bean
27,65,74,23.34,64.93,6.2,867.26,haricot_bean
38,45,79,19.25,64.19,5.68,677.28,haricot_bean
64,60,80,19.82,73.34,5.63,1041.59,haricot_bean
45,37,58,25.87,69.9,6.4,942.33,haricot_bean
23,40,31,29.33,70.95,6.59,840.67,haricot_bean
29,52,62,27.34,73.83,6.67,641.78,haricot_bean
45,33,63,20.96,64.25,6.06,956.01,haricot_bean
47,35,50,20.9,69.97,6.77,818.85,haricot_bean
46,31,45,20.61,59.56,5.89,812.19,haricot_bean
55,42,82,19.55,61.81,5.65,626.16,haricot_bean
22,37,32,19.92,54.42,5.72,1155.82,haricot_bean
57,42,80,23.03,76.64,5.55,883.09,haricot_bean
23,40,45,20.49,51.6,6.93,987.09,haricot_bean
36,53,45,19.45,79.37,5.61,766.08,haricot_bean
27,52,41,27.33,60.74,6.09,955.42,haricot_bean
40,67,90,23.38,59.6,6.04,1176.09,haricot_bean
31,55,51,29.13,64.15,5.89,1166.56,haricot_bean
27,33,87,21.98,73.94,5.64,978.41,haricot_bean
44,37,78,20.84,62.29,6.76,1063.9,haricot_bean
36,42,77,27.93,62.9,6.8,676.34,haricot_bean
58,34,52,27.05,78.89,6.27,938.89,haricot_bean
37,68,57,26.55,67.8,5.93,1068.18,haricot_bean
53,38,68,18.44,61.64,6.02,969.13,haricot_bean
22,61,68,20.6,68.37,6.88,1195.23,haricot_bean
59,31,61,29.5,76.1,5.97,616.37,haricot_bean
50,40,81,20.24,77.21,7.0,981.1,haricot_bean
52,49,35,28.94,72.56,5.65,970.57,haricot_bean
61,35,52,24.02,59.83,5.82,912.25,haricot_bean
30,52,73,26.68,76.86,6.04,908.94,haricot_bean
36,33,60,27.1,65.85,5.81,1015.58,haricot_bean
41,49,54,24.0,75.36,6.02,627.96,haricot_bean
39,42,68,19.17,75.5,6.42,831.53,haricot_bean
53,53,35,26.0,52.45,6.64,1013.82,haricot_bean
44,46,88,21.67,73.98,6.46,950.74,haricot_bean
26,34,76,26.06,75.71,5.78,1127.08,haricot_bean
61,41,72,28.57,63.45,6.33,719.29,haricot_bean
56,70,86,26.48,76.36,5.81,951.34,haricot_bean
58,46,38,29.42,72.8,6.78,1109.85,haricot_bean
61,40,33,25.65,54.8,5.54,626.57,haricot_bean
23,46,49,21.8,76.51,6.65,845.8,haricot_bean
45,64,48,29.84,71.01,5.74,960.26,haricot_bean
61,68,77,29.51,52.14,6.3,1059.24,haricot_bean
41,36,76,28.85,75.32,5.83,616.29,haricot_bean
39,41,53,20.95,53.69,6.38,667.49,haricot_bean
33,42,39,25.91,58.5,6.46,805.45,haricot_bean
23,50,43,22.9,55.24,6.69,991.75,haricot_bean
38,68,84,28.18,53.7,5.8,861.67,haricot_bean
43,34,75,29.94,51.07,6.14,850.11,haricot_bean
62,49,63,24.45,74.5,6.22,681.1,haricot_bean
31,64,50,25.02,65.04,6.17,694.5,haricot_bean
69,41,46,18.97,53.06,6.63,972.54,haricot_bean
45,64,84,24.7,57.81,5.76,1164.81,haricot_bean
28,38,80,29.68,63.43,6.11,889.65,haricot_bean
37,62,87,20.8,76.15,6.26,619.33,haricot_bean
47,40,74,23.1,74.12,6.1,1130.45,haricot_bean
33,53,63,24.41,61.95,5.65,912.4,haricot_bean
68,39,46,18.37,58.67,5.67,659.99,haricot_bean
23,61,47,23.4,64.93,6.99,1104.63,haricot_bean
35,47,62,21.91,63.87,6.91,882.21,haricot_bean
52,61,74,28.11,57.48,6.36,1156.81,haricot_bean
39,66,73,22.28,50.68,6.82,630.39,haricot_bean
38,48,63,20.17,64.14,6.11,1162.84,haricot_bean
43,28,51,23.55,61.77,7.02,764.27,field_pea
52,35,61,20.59,72.39,7.22,676.28,field_pea
23,59,56,10.34,81.31,7.33,631.95,field_pea
57,51,55,11.84,84.54,7.35,625.13,field_pea
33,59,53,15.45,79.78,7.49,971.45,field_pea
46,57,42,12.94,89.22,6.5,931.76,field_pea
22,35,35,22.9,83.44,7.16,973.06,field_pea
29,31,49,22.41,67.9,6.23,949.68,field_pea
22,38,48,16.96,86.97,7.25,996.59,field_pea
42,42,72,19.23,72.27,6.71,646.78,field_pea
22,29,47,21.98,66.29,6.53,889.24,field_pea
55,57,43,20.33,61.56,7.1,976.04,field_pea
45,32,71,18.27,75.97,6.75,846.08,field_pea
43,33,68,16.38,81.22,6.84,965.48,field_pea
26,21,64,20.32,87.31,6.17,717.25,field_pea
50,57,60,11.69,75.95,6.2,680.57,field_pea
52,56,52,10.18,71.51,7.49,946.2,field_pea
59,46,30,23.94,88.05,6.87,688.44,field_pea
31,23,72,22.26,74.01,6.38,989.56,field_pea
47,22,50,13.4,84.7,6.96,989.79,field_pea
46,46,63,23.23,86.29,6.74,690.86,field_pea
35,46,35,13.16,74.55,6.95,918.29,field_pea
57,56,75,18.95,87.75,6.65,724.99,field_pea
20,26,62,15.48,84.05,7.19,658.27,field_pea
32,28,37,15.29,67.14,6.85,607.44,field_pea
57,38,44,15.74,76.32,6.84,938.52,field_pea
45,56,36,15.96,62.86,7.36,613.36,field_pea
31,41,49,19.85,84.61,6.72,927.78,field_pea
53,56,67,22.93,70.55,7.08,673.91,field_pea
27,53,43,12.09,75.42,7.49,662.78,field_pea
37,54,40,18.16,73.6,7.41,987.14,field_pea
41,52,55,24.45,84.98,7.45,614.18,field_pea
53,59,63,12.29,80.26,6.16,943.5,field_pea
56,29,45,24.77,79.92,6.46,751.63,field_pea
26,30,77,17.16,74.19,6.86,884.55,field_pea
26,33,43,13.0,80.66,6.99,723.71,field_pea
24,34,41,10.75,68.35,7.04,770.93,field_pea
57,29,53,17.1,82.34,6.4,741.27,field_pea
26,55,57,10.89,62.71,7.19,724.08,field_pea
60,22,44,11.65,70.19,6.42,857.09,field_pea
45,25,62,16.49,62.98,6.08,719.9,field_pea
21,54,39,14.69,82.47,6.97,705.02,field_pea
42,39,75,20.54,86.27,7.3,604.05,field_pea
25,24,55,23.56,89.56,6.26,941.24,field_pea
26,40,46,17.01,71.62,6.54,762.81,field_pea
47,41,62,24.32,87.4,6.86,892.67,field_pea
22,32,46,20.42,77.22,6.02,801.63,field_pea
45,45,70,10.71,64.92,7.35,800.03,field_pea
59,57,72,23.06,86.32,7.38,608.99,field_pea
46,37,40,21.11,80.39,6.75,867.85,field_pea
26,46,31,15.89,70.3,7.38,969.16,field_pea
59,51,61,11.17,88.75,6.02,734.89,field_pea
23,52,77,23.07,80.36,7.29,795.39,field_pea
42,51,32,16.96,73.09,6.18,909.96,field_pea
40,50,50,13.07,80.29,6.02,912.26,field_pea
26,23,33,19.22,88.63,7.19,857.12,field_pea
54,24,46,12.15,80.61,6.62,797.01,field_pea
56,26,56,12.33,72.31,6.52,869.11,field_pea
49,37,61,15.18,73.97,6.16,951.3,field_pea
23,27,58,24.31,63.98,7.48,809.31,field_pea
27,55,71,22.43,68.44,6.21,702.34,field_pea
27,22,70,21.09,62.36,6.83,884.14,field_pea
35,44,68,21.15,66.57,6.23,814.85,field_pea
48,30,42,15.26,78.05,7.08,789.39,field_pea
54,38,37,16.95,83.61,6.73,852.69,field_pea
49,50,46,12.29,76.97,7.12,915.78,field_pea
39,33,47,10.62,61.35,7.33,757.6,field_pea
31,30,58,20.66,73.93,6.05,874.08,field_pea
31,59,47,23.84,87.32,7.27,933.17,field_pea
53,56,36,12.18,65.57,7.31,926.42,field_pea
28,46,45,22.94,64.66,7.07,956.04,field_pea
28,57,63,12.39,69.87,6.93,757.7,field_pea
